name,GALEX_NUV,WISE_3.4,SPIRE_250,t,type,n,q
NGC3501,0.00174330988075,0.0755390754266,4.819637834719999,5.8,1,1.07,0.11
NGC3504,0.0122713535892,0.217426777392,12.289601111300001,2.1,1,9.43,0.51
NGC3512,0.00541958124777,0.05299239103569999,2.80093922561,5.1,1,1.46,0.83
NGC3521,0.046070227547699995,2.05291008864,109.54794475700001,4.0,1,2.82,0.58
NGC3516,0.005109921254159999,0.17714636815,1.0986909472700002,-1.9,0,20.0,0.82
NGC3526,0.0027874137452199997,0.08502121326300001,1.5442663124399998,5.3,1,1.03,0.19
NGC3547,0.004488461801399999,0.0282078140417,2.1959555532299997,3.4,1,0.79,0.42
NGC3564,3.1073979310400004E-4,0.0946045177013,-0.108191791715,-2.1,0,2.52,0.28
NGC3592,6.17216110638E-4,0.0196645652102,1.22998995174,5.2,1,1.06,0.18
NGC3596,0.015512311546200001,0.13032200629000001,9.286871791160001,5.2,1,1.65,0.98
NGC3620,0.00883923951474,0.38665727225999996,25.152507820900002,2.0,1,11.53,0.35
PGC034407,1.1965017517100001E-4,0.00540688701477,0.11437063584599999,-1.3,0,1.12,0.35
NGC3608,0.00169997507235,0.287617692108,-0.298174599323,-4.8,0,6.04,0.8
NGC3621,0.113787433499,1.56553925714,67.3769933364,6.9,1,1.05,0.45
UGC06324,7.65664027027E-4,0.0101507786611,0.243407687902,-1.9,0,2.66,0.36
NGC3610,0.0017764352396199999,0.25355926491,0.194015162685,-3.9,0,5.42,0.69
NGC3613,0.00136774745379,0.24884317845800002,0.322471659578,-4.5,0,4.12,0.51
NGC3619,0.0021523127578499997,0.156431814146,2.20179412855,-1.0,0,8.85,0.86
ESO377-039,7.865317457750001E-4,0.00858482633809,0.20777707701499998,3.3,1,0.92,0.48
UGC06341,4.72721820925E-4,0.00303954119297,-0.0205573089219,7.9,1,1.49,0.23
NGC3626,0.0024254836113600004,0.197488156725,2.60379124069,-0.8,0,5.33,0.56
NGC3622,0.00376058736286,0.022113341060700002,1.71158763639,7.3,1,1.36,0.53
NGC3627,0.058797241108400004,1.8188064582700003,92.32809613,3.1,1,3.02,0.52
NGC3628,0.017621070692900004,1.5099922338,106.495790703,3.1,1,1.97,0.2
NGC3629,0.00701110584619,0.0251462920496,1.8887458504799999,5.9,1,1.35,0.79
NGC3631,0.0274730254849,0.252330049507,19.4723666375,5.1,1,7.07,0.95
NGC3640,0.0026907243248,0.426836301232,-0.38421421359700003,-4.7,0,4.29,0.83
NGC3655,0.0055795225753399996,0.121857357197,9.695693629900001,5.0,1,1.48,0.64
NGC3659,0.004756741382279999,0.035636613342,2.88929618291,7.7,1,0.92,0.46
NGC3666,0.00651878206962,0.08652408910560001,5.695453162919999,5.1,1,1.25,0.28
NGC3665,0.0023579636468499996,0.40311916427100003,2.7614911374599997,-2.1,0,5.47,0.76
NGC3674,2.82746566976E-4,0.0573478097006,-0.021880735745799997,-1.9,0,3.77,0.33
NGC3681,0.00528427998696,0.0910308894694,2.9134218133,4.0,1,2.51,0.88
IC0691,0.0016360631451199999,0.027561436962200002,1.284512208,-2.0,0,7.29,0.6
IC2828,0.0015812946122200002,0.00513376033455,0.356860694357,10.0,1,1.45,0.43
NGC3684,0.00929399458864,0.07655081351489999,6.0567982464400005,4.0,1,1.46,0.66
NGC3683,0.00178247900543,0.155745969107,12.589245096800001,4.8,1,0.76,0.26
NGC3686,0.0123285105901,0.149904513576,9.72015925897,4.1,1,1.15,0.82
NGC3691,0.0038805001980500003,0.0238397081214,1.49813679925,3.0,1,0.5,0.65
NGC3692,0.002849468486,0.0742548946293,3.36283596753,3.0,1,1.3,0.21
NGC3718,0.00839456959882,0.356209166683,8.3442452895,1.1,1,9.03,0.81
NGC3729,0.004397403861689999,0.164676376143,5.63696785327,1.2,1,0.92,0.59
UGC06566,1.84071545499E-4,0.00339566272583,0.020759167707,8.8,1,,
UGC06575,0.0026249386016700006,0.0109413407425,0.9482503597349999,5.9,1,0.87,0.24
NGC3755,0.007560131494090001,0.0266307096253,2.10497745355,5.3,1,1.78,0.43
NGC3756,0.00703090538311,0.126654614783,7.282829982060001,4.1,1,0.68,0.49
NGC3757,4.31496785863E-4,0.0478274063791,0.041053414413,-2.1,0,4.42,0.82
NGC3773,0.00495797149829,0.020871512245,0.946716716391,-2.1,0,2.99,0.88
